English-BattleFieldVN01-1  BATTLEFIELD VIETNAM  ; xxx 
English-BattleFieldVN04-508  Guerrilla bases had also been overrun and installations destroyed.  ; xxx 
English-BattleFieldVN04-509  American troops had captured large quantities of stores,...  ; xxx 
English-BattleFieldVN04-510  ...equipment and weapons.  ; xxx 
English-BattleFieldVN04-511  Although some American commanders hailed Junction City...  ; xxx 
English-BattleFieldVN04-512  ...as a turning point in the war,...  ; xxx 
English-BattleFieldVN04-513  ...the operation was nearly over before doubts began to surface.  ; xxx 
English-BattleFieldVN04-514  Like Attleboro and Cedar Falls before it, Junction City...  ; xxx 
English-BattleFieldVN04-515  ...had inflicted casualties but there had been no great battles of anihilation.  ; xxx 
English-BattleFieldVN04-516  The Vietcong's regiments were bruised but still intact.  ; xxx 
English-BattleFieldVN04-517  Nor did the Americans or the South Vietnamese Army have...  ; xxx 
English-BattleFieldVN04-518  ...the forces to occupy the area indefinitely.  ; xxx 
English-BattleFieldVN04-519  As soon as they had gone, the Vietcong regiments returned...  ; xxx 
English-BattleFieldVN04-520  ...to rebuild their base areas and reclaim War Zone C.  ; xxx 
English-BattleFieldVN04-521  AFTER THE BATTLE  ; xxx 
English-BattleFieldVN04-522  In July 1967 the U.S. defense secretary, Robert McNamara...  ; xxx 
English-BattleFieldVN04-523  ...flew to Saigon to discuss strategy with American...  ; xxx 
English-BattleFieldVN04-524  ...and South Vietnamese leaders and officials.  ; xxx 
English-BattleFieldVN04-525  By now, the Vietcong's big units were supposed to be smashed  ; xxx 
English-BattleFieldVN04-526  instead, Vietcong numbers were still growing, and there was no sign...  ; xxx 
English-BattleFieldVN04-527  ...the enemy was about to give up the fight.  ; xxx 
English-BattleFieldVN04-528  McNamara had already recommended an increase in U.S. troop strength...  ; xxx 
English-BattleFieldVN04-529  ...to more than half a million men.  ; xxx 
English-BattleFieldVN04-530  But now, he doubted even that would produce victory soon.  ; xxx 
English-BattleFieldVN04-531  Back in Washington, McNamara advised President Johnson...  ; xxx 
English-BattleFieldVN04-532  ...to plan for a long war in Vietnam.  ; xxx 
English-BattleFieldVN04-533  There should be less emphasis on battlefield victories,...  ; xxx 
English-BattleFieldVN04-534  ...more attention should be payed to long term measures like...  ; xxx 
English-BattleFieldVN04-535  ...helping the South Vietnamese government win control of the villages.  ; xxx 
English-BattleFieldVN04-536  Meanwhile, the cost of the war in casualties and dollars...  ; xxx 
English-BattleFieldVN04-537  ...should be kept down in case the American public lost patience.  ; xxx 
English-BattleFieldVN04-538  In the summer of 1967 just as the Americans...  ; xxx 
English-BattleFieldVN04-539  ...resigned themselves to a long war,...  ; xxx 
English-BattleFieldVN04-540  ...the Vietnamese communists changed their strategy.  ; xxx 
English-BattleFieldVN04-541  For two years, the Vietcong had been patient...  ; xxx 
English-BattleFieldVN04-542  ...content to inflict casualties and keep on fighting.  ; xxx 
English-BattleFieldVN04-543  Now, they meant to risk an all out offensive.  ; xxx 
English-BattleFieldVN04-544  In 1968 they planned to leave their tunnels and bunkers...  ; xxx 
English-BattleFieldVN04-545  ...and win the war in open battle.  ; xxx 
English-BattleFieldVN05-1  BATTLEFIELD VIETNAM  ; xxx 
English-BattleFieldVN05-2  Countdown to Tet  ; xxx 
English-BattleFieldVN05-3  In January 1968 NLF guerrillas backed by North Vietnamese troops...  ; xxx 
English-BattleFieldVN05-4  ...launched a full scale offensive...  ; xxx 
English-BattleFieldVN05-5  ...against the cities and towns of the South.  ; xxx 
English-BattleFieldVN05-6  For two years they had been cautious avoiding big battles,...  ; xxx 
English-BattleFieldVN05-7  but at Tet, the Vietnamese new year, they staked everything...  ; xxx 
English-BattleFieldVN05-8  ...in one all out bid for victory.  ; xxx 
English-BattleFieldVN05-9  The Tet offensive was one of the most stunning surprise attacks  ; xxx 
English-BattleFieldVN05-10  ...ever launched by an army.  ; xxx 
English-BattleFieldVN05-11  More than 80,000 guerrillas and North Vietnamese troops were thrown  ; xxx 
English-BattleFieldVN05-12  against the forces of the South Vietnamese government and their American ally.  ; xxx 
English-BattleFieldVN05-13  The battles were on a scale which no one had imagined the Vietcong could achieve.  ; xxx 
English-BattleFieldVN05-14  The fighting even spilled into the American embassy in Saigon.  ; xxx 
English-BattleFieldVN05-15  The Tet offensive turned into a military catastrophe for the Vietcong.  ; xxx 
English-BattleFieldVN05-16  In clashes of shocking violence,...  ; xxx 
English-BattleFieldVN05-17  ...the guerrillas lost most of their best fighters.  ; xxx 
English-BattleFieldVN05-18  But in one of the greatest ironies in the history of war  ; xxx 
English-BattleFieldVN05-19  the Vietcong's military defeat turned into a political victory.  ; xxx 
English-BattleFieldVN05-20  It was a victory that would change the whole course of the war in Vietnam.  ; xxx 
English-BattleFieldVN05-21  PRELUDE TO THE BATTLE  ; xxx 
English-BattleFieldVN05-22  American forces in South Vietnam had spent 1966...  ; xxx 
English-BattleFieldVN05-23  ...massively building up their numbers.  ; xxx 
English-BattleFieldVN05-24  Men and supplies poured in.  ; xxx 
English-BattleFieldVN05-25  Bases, airfields and port facilities were expanded at a frantic pace.  ; xxx 
English-BattleFieldVN05-26  By the start of 1967 the Americans had 389,000 troops  ; xxx 
English-BattleFieldVN05-27  and were ready to go on the offensive.  ; xxx 
English-BattleFieldVN05-28  The American aim was to defeat the NVA and NLF force  ; xxx 
English-BattleFieldVN05-29  by now numbering nearly 128,000.  ; xxx 
English-BattleFieldVN05-30  For seven years the NLF had been fighting to overthrow the government...  ; xxx 
English-BattleFieldVN05-31  ...of South Vietnam and reunite the South with the North.  ; xxx 
English-BattleFieldVN05-32  The North was backing them with supplies and men.  ; xxx 
English-BattleFieldVN05-33  And it sent units of the North Vietnamese Army...  ; xxx 
English-BattleFieldVN05-34  ...to fight inside the South.  ; xxx 
English-BattleFieldVN05-35  American commanders wanted to take on the enemy's big units,...  ; xxx 
English-BattleFieldVN05-36  ...the battalions and regiments.  ; xxx 
English-BattleFieldVN05-37  If U.S. forces could destroy them faster than they could be replaced,...  ; xxx 
English-BattleFieldVN05-38  ...the war would soon be over.  ; xxx 
English-BattleFieldVN05-39  In fact the American strategy had quickly run into trouble.  ; xxx 
English-BattleFieldVN05-40  After early battles in which enemy regiments...  ; xxx 
English-BattleFieldVN05-41  ...had suffered heavy casualties they had avoided head on clashes.  ; xxx 
English-BattleFieldVN05-42  Instead the Vietcong  meant to stick with Hit and Run and ambush.  ; xxx 
English-BattleFieldVN05-43  The Vietcong's tactics caused American casualties to rise sharply.  ; xxx 
English-BattleFieldVN05-44  Instead of big battles there were snipers  ; xxx 
English-BattleFieldVN05-45  booby traps, and surprise attacks.  ; xxx 
English-BattleFieldVN05-46  The Americans grew increasingly frustrated...  ; xxx 
English-BattleFieldVN05-47  as they mounted countless Search and Destroy operations, took casualties...  ; xxx 
English-BattleFieldVN05-48  ...and still failed to find important guerrilla units.  ; xxx 
English-BattleFieldVN05-49  The commander of American forces in Vietnam, General William C. Westmoreland...  ; xxx 
English-BattleFieldVN05-50  ...was determined to make Vietcong fight big battles.  ; xxx 
English-BattleFieldVN05-51  Only then could superior American firepower be used to the full.  ; xxx 
English-BattleFieldVN05-52  One answer, Westmoreland believed, might be...  ; xxx 
English-BattleFieldVN05-53  ...to attack in force into the Vietcong's traditional base areas.  ; xxx 
English-BattleFieldVN05-54  These, he was sure, the Vietcong would fight to defend.  ; xxx 
English-BattleFieldVN05-55  By 1967 there were strong American Marine forces...  ; xxx 
English-BattleFieldVN05-56  ...based in the heavily populated coastal areas of Northern South Vietnam.  ; xxx 
English-BattleFieldVN05-57  In the central highlands there were army units including the Air Cavalry division.  ; xxx 
English-BattleFieldVN05-58  However, the greatest concentration of U.S. Army strength was in the Saigon area  ; xxx 
English-BattleFieldVN05-59  and it was there between the capital and the Cambodian border...  ; xxx 
English-BattleFieldVN05-60  ...that the Americans launched their biggest operations.  ; xxx 
English-BattleFieldVN05-61  The Vietcong base areas targeted by the Americans...  ; xxx 
English-BattleFieldVN05-62  ...were the Iron Triangle, only 20 miles from the capital Saigon,...  ; xxx 
English-BattleFieldVN05-63  ...and War Zone C near the Cambodian border.  ; xxx 
English-BattleFieldVN05-64  Along with War Zone D, these areas held strong NLF regional forces...  ; xxx 
English-BattleFieldVN05-65  ...and the elite 9th division.  ; xxx 
English-BattleFieldVN05-66  Supplied down the Ho Chi Minh trail from North Vietnam  ; xxx 
English-BattleFieldVN05-67  the bases were springboards for attacks in and around Saigon.  ; xxx 
English-BattleFieldVN05-68  In January 1967, the Americans launched Operation Cedar Falls...  ; xxx 
English-BattleFieldVN05-69  ...into the Iron Triangle.  ; xxx 
English-BattleFieldVN05-70  Between February and May, Operation Junction City swept War Zone C.  ; xxx 
English-BattleFieldVN05-71  In Cedar Falls and Junction City up to 25,000 Americans...  ; xxx 
English-BattleFieldVN05-72  ...and South Vietnamese Army troops swept through the NLF's base areas.  ; xxx 
English-BattleFieldVN05-73  There were hundreds of firefights and several major NLF attacks...  ; xxx 
English-BattleFieldVN05-74  ...with assaults by thousands of guerrillas.  ; xxx 
English-BattleFieldVN05-75  But the Americans never did succeed in trapping any of the big units.  ; xxx 
English-BattleFieldVN05-76  The Vietcong regiments melted away into forests and swamps or over the border...  ; xxx 
English-BattleFieldVN05-77  into Cambodia were the Americans were forbidden to follow.  ; xxx 
English-BattleFieldVN05-78  Even though US commanders had failed to provoke the big battles they wanted  ; xxx 
English-BattleFieldVN05-79  ...they were more optimistic than before.  ; xxx 
English-BattleFieldVN05-80  They had done massive damage to the Vietcong's installations...  ; xxx 
English-BattleFieldVN05-81  ...and had captured huge amounts of supplies.  ; xxx 
English-BattleFieldVN05-82  Cedar Falls and Junction City alone had killed nearly 3,000 guerrillas.  ; xxx 
English-BattleFieldVN05-83  U.S. forces had also blunted an enemy initiative further North  ; xxx 
English-BattleFieldVN05-84  where the war was between the Americans and the North Vietnamese Army.  ; xxx 
English-BattleFieldVN05-85  North and South Vietnam were separated by a Demilitarized Zone...  ; xxx 
English-BattleFieldVN05-86  ... inside which troops were not supposed to operate.  ; xxx 
English-BattleFieldVN05-87  South of the Zone the American defense against the North Vietnamese Army...  ; xxx 
English-BattleFieldVN05-88  ...was a string of fire bases.  ; xxx 
English-BattleFieldVN05-89  Khe Sanh, The Rockpile Camp Carroll, Cam Lo  ; xxx 
English-BattleFieldVN05-90  ...and Dong Ha along route 9, and the newly built Con Thien and Gio Linh.  ; xxx 
English-BattleFieldVN05-91  All were controlled by Special Forces units...  ; xxx 
English-BattleFieldVN05-92  ...and later the 3rd Marine Division, which constantly swept the surrounding area.  ; xxx 
English-BattleFieldVN05-93  Between January and May 1967...  ; xxx 
English-BattleFieldVN05-94  ...two North Vietnamese Divisions operating out of the DMZ...  ; xxx 
English-BattleFieldVN05-95  ...launched heavy bombardments of these bases.  ; xxx 
English-BattleFieldVN05-96  Ground assaults at Con Thien and Khe Sanh...  ; xxx 
English-BattleFieldVN05-97  ...were only driven off after massive aerial bombardments.  ; xxx 
English-BattleFieldVN05-98  Afterwards the Marines continued to patrol aggressively.  ; xxx 
English-BattleFieldVN05-99  The increased North Vietnamese activity on the DMZ...  ; xxx 
English-BattleFieldVN05-100  ...triggered an American plan to reinforce the whole area.  ; xxx 
English-BattleFieldVN05-101  More Marines were moved up and Army units were redeployed...  ; xxx 
English-BattleFieldVN05-102  ...from other parts of South Vietnam.  ; xxx 
English-BattleFieldVN05-103  Meanwhile, in the central highlands the Americans intercepted...  ; xxx 
English-BattleFieldVN05-104  ...North Vietnamese Army units moving in from Cambodia.  ; xxx 
English-BattleFieldVN05-105  In late May 1967 they were 9 days of continuous battles...  ; xxx 
English-BattleFieldVN05-106  ...which left hundreds of North Vietnamese soldiers dead.  ; xxx 
English-BattleFieldVN05-107  While American ground operations were piling on the pressure...  ; xxx 
English-BattleFieldVN05-108  ...in the first half of 1967  ; xxx 
English-BattleFieldVN05-109  the U.S. air campaign against North Vietnam had also been stepped up.  ; xxx 
